Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
BlackArbsCEO Adv_Fin_ML_Exercises,Experimental solutions to selected exercises from the book [Advances in Financial Machine Learning by Marcos Lopez De Prado],"['Jupyter Notebook', 'Python', 'Makefile']",648,1854,25,28,4,0,https://github.com/BlackArbsCEO/Adv_Fin_ML_Exercises
codenihar ml,This repo contains all the resources related to the massive mass coders machine learning series,[],54,1794,32,1,3,0,https://github.com/codenihar/ml
pykeio ort,Fast ML inference & training for ONNX models in Rust,"['Rust', 'Other']",185,1777,799,1,59,31,https://github.com/pykeio/ort
apple ml-4m,4M: Massively Multimodal Masked Modeling,['Python'],112,1776,26,2,7,0,https://github.com/apple/ml-4m
apachecn .github,ApacheCN 开源组织：公告、介绍、成员、活动、交流方式,"['CSS', 'HTML', 'JavaScript']",230,1760,1236,0,2,0,https://github.com/apachecn/.github
tensorflow mlir,"""Multi-Level Intermediate Representation"" Compiler Infrastructure",[],259,1759,3349,8,67,0,https://github.com/tensorflow/mlir
Lightning-Universe lightning-bolts,"Toolbox of models, callbacks, and datasets for AI/ML researchers.","['Python', 'Makefile']",320,1752,755,14,117,15,https://github.com/Lightning-Universe/lightning-bolts
VertaAI modeldb,"Open Source ML Model Versioning, Metadata, and Experiment Management","['Java', 'Python', 'TypeScript', 'Scala', 'JavaScript', 'CSS', 'Other']",288,1743,4114,106,51,2,https://github.com/VertaAI/modeldb
zetane viewer,ML models and internal tensors 3D visualizer,"['Python', 'Jupyter Notebook', 'HTML']",163,1741,20,1,4,8,https://github.com/zetane/viewer
aespresso a_journey_into_math_of_ml,汉语自然语言处理视频教程-开源学习资料,"['Jupyter Notebook', 'Python']",697,1734,46,0,0,0,https://github.com/aespresso/a_journey_into_math_of_ml
enzoampil fastquant,fastquant — Backtest and optimize your ML trading strategies with only 3 lines of code!,"['Jupyter Notebook', 'Python']",263,1732,1054,5,23,0,https://github.com/enzoampil/fastquant
fastmachinelearning hls4ml,Machine learning on FPGAs using HLS,"['Python', 'C++', 'Tcl', 'SystemVerilog', 'Shell', 'Verilog', 'Other']",497,1713,2631,29,73,19,https://github.com/fastmachinelearning/hls4ml
imcaspar gpt2-ml,"GPT2 for Multiple Languages, including pretrained models. GPT2 多语言支持, 15亿参数中文预训练模型","['Python', 'Perl', 'Jupyter Notebook', 'Shell', 'Dockerfile']",333,1709,98,5,4,2,https://github.com/imcaspar/gpt2-ml
microsoft GlobalMLBuildingFootprints,Worldwide building footprints derived from satellite imagery,"['Python', 'PowerShell']",247,1707,62,1,11,0,https://github.com/microsoft/GlobalMLBuildingFootprints
gege-circle .github,"这里是GitHub的草场，也是戈戈圈爱好者的交流地，主要讨论动漫、游戏、科技、人文、生活等所有话题，欢迎各位小伙伴们在此讨论趣事。This is GitHub grassland, and the community place for Gege circle lovers, mainly discusses anime, games, technology, lifing and other topics. You are welcome to share interest things here. 　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　…",[],144,1699,125,0,4,0,https://github.com/gege-circle/.github
tiepvupsu ebookMLCB,ebook Machine Learning cơ bản,"['Jupyter Notebook', 'TeX', 'Python', 'Perl', 'Shell', 'Dockerfile']",427,1697,40,1,3,0,https://github.com/tiepvupsu/ebookMLCB
hanleyweng CoreML-in-ARKit,Simple project to detect objects and display 3D labels above them in AR. This serves as a basic Template for an ARKit project to use CoreML.,['Swift'],221,1693,21,2,2,0,https://github.com/hanleyweng/CoreML-in-ARKit
mltframework mlt,MLT Multimedia Framework,"['C', 'C++', 'CMake', 'Python', 'Assembly', 'SWIG', 'Other']",353,1690,6559,8,104,38,https://github.com/mltframework/mlt
filipstrand mflux,A MLX port of FLUX and other state of the art diffusion image models based on the Huggingface Diffusers implementation.,"['Python', 'Other']",101,1689,457,5,13,29,https://github.com/filipstrand/mflux
llvm torch-mlir,The Torch-MLIR project aims to provide first class support from the PyTorch ecosystem to the MLIR ecosystem.,"['C++', 'Python', 'MLIR', 'Jupyter Notebook', 'CMake', 'Shell', 'Other']",623,1688,3537,159,248,1099,https://github.com/llvm/torch-mlir
huggingface swift-coreml-transformers,"Swift Core ML 3 implementations of GPT-2, DistilGPT-2, BERT, and DistilBERT for Question answering. Other Transformers coming soon!","['Swift', 'Python']",176,1678,58,4,9,0,https://github.com/huggingface/swift-coreml-transformers
protectai ai-exploits,A collection of real world AI/ML exploits for responsibly disclosed vulnerabilities,"['Python', 'Lua', 'HTML', 'Dockerfile']",152,1677,47,2,10,0,https://github.com/protectai/ai-exploits
microsoft responsible-ai-toolbox,"Responsible AI Toolbox is a suite of tools providing model and data exploration and assessment user interfaces and libraries that enable a better understanding of AI systems. These interfaces and libraries empower developers and stakeholders of AI systems to develop and monitor AI more responsibly, and take better data-driven actions.","['TypeScript', 'Python', 'Jupyter Notebook', 'Other']",451,1675,1975,41,44,42,https://github.com/microsoft/responsible-ai-toolbox
4paradigm OpenMLDB,OpenMLDB is an open-source machine learning database that provides a feature platform computing consistent features for training and inference.,"['C++', 'Java', 'Scala', 'Python', 'Shell', 'CMake', 'Other']",323,1673,14808,18,152,43,https://github.com/4paradigm/OpenMLDB
mlr-org mlr,Machine Learning in R,"['R', 'HTML', 'Other']",406,1672,4831,4,72,20,https://github.com/mlr-org/mlr
merveenoyan my_notes,"My small cheatsheets for data science, ML, computer science and more.",[],119,1656,20,0,4,0,https://github.com/merveenoyan/my_notes
ClimbsRocks auto_ml,[UNMAINTAINED] Automated machine learning for analytics & production,['Python'],312,1654,1149,7,13,12,https://github.com/ClimbsRocks/auto_ml
google-research dex-lang,Research language for array processing in the Haskell/ML family,"['Haskell', 'Python', 'Julia', 'C', 'Makefile', 'TypeScript', 'Other']",115,1652,3293,35,40,0,https://github.com/google-research/dex-lang
momotech MLN,高性能、小巧、易上手的移动跨平台开发框架. A framework for building Mobile cross-platform apps with Lua,"['C', 'Java', 'Objective-C', 'Lua', 'Kotlin', 'Shell', 'Other']",211,1649,1257,0,16,0,https://github.com/momotech/MLN
john-rocky CoreML-Models,Converted CoreML Model Zoo.,[],155,1649,259,0,0,0,https://github.com/john-rocky/CoreML-Models
microsoft EdgeML,This repository provides code for machine learning algorithms for edge devices developed at Microsoft Research India.,"['C++', 'C', 'Fortran', 'Python', 'CMake', 'Cuda', 'Other']",384,1647,890,22,30,2,https://github.com/microsoft/EdgeML
mlrun mlrun,"MLRun is an open source MLOps platform for quickly building and managing continuous ML applications across their lifecycle. MLRun integrates into your development and CI/CD environment and automates the delivery of production data, ML pipelines, and online applications.","['Python', 'Go', 'Makefile', 'Dockerfile', 'Shell', 'Jupyter Notebook']",288,1628,7135,36,82,752,https://github.com/mlrun/mlrun
neomatrix369 awesome-ai-ml-dl,"Awesome Artificial Intelligence, Machine Learning and Deep Learning as we learn it. Study notes and a curated list of awesome resources of such topics.","['Jupyter Notebook', 'Python', 'Shell']",362,1612,1526,0,36,2,https://github.com/neomatrix369/awesome-ai-ml-dl
premAI-io state-of-open-source-ai,📕 Clarity in the current fast-paced mess of Open Source innovation,"['TeX', 'Python', 'CSS', 'HTML', 'JavaScript']",96,1604,541,2,16,1,https://github.com/premAI-io/state-of-open-source-ai
ml4a ml4a,A python library and collection of notebooks for making art with machine learning.,['Python'],344,1602,468,6,18,0,https://github.com/ml4a/ml4a
ogrisel parallel_ml_tutorial,Tutorial on scikit-learn and IPython for parallel machine learning,"['Jupyter Notebook', 'Python']",594,1599,215,2,4,0,https://github.com/ogrisel/parallel_ml_tutorial
wangyongjie-ntu Awesome-explainable-AI,A collection of research materials on explainable AI/ML,['Markdown'],218,1591,452,1,18,0,https://github.com/wangyongjie-ntu/Awesome-explainable-AI
qnguyen3 chat-with-mlx,An all-in-one LLMs Chat UI for Apple Silicon Mac using MLX Framework.,['Python'],129,1589,145,5,5,0,https://github.com/qnguyen3/chat-with-mlx
MeetKai functionary,Chat language model that can use tools and interpret the results,['Python'],117,1588,912,9,19,0,https://github.com/MeetKai/functionary
patrickloeber MLfromscratch,Machine Learning algorithm implementations from scratch.,['Python'],576,1568,26,1,3,0,https://github.com/patrickloeber/MLfromscratch
tobegit3hub advisor,Open-source implementation of Google Vizier for hyper parameters tuning,"['Jupyter Notebook', 'Python', 'HTML', 'JavaScript', 'CSS', 'Ruby', 'Other']",256,1561,165,1,9,0,https://github.com/tobegit3hub/advisor
tensorflow model-optimization,"A toolkit to optimize ML models for deployment for Keras and TensorFlow, including quantization and pruning.","['Python', 'Jupyter Notebook', 'Starlark', 'Other']",338,1559,838,85,81,21,https://github.com/tensorflow/model-optimization
samim23 polymath,Convert any music library into a music production sample-library with ML,"['Python', 'Dockerfile']",121,1558,117,5,9,0,https://github.com/samim23/polymath
csinva imodels,"Interpretable ML package 🔍 for concise, transparent, and accurate predictive modeling (sklearn-compatible).","['Jupyter Notebook', 'Python']",134,1554,1099,0,20,37,https://github.com/csinva/imodels
dustinvtran ml-videos,A collection of video resources for machine learning,[],214,1552,61,0,7,0,https://github.com/dustinvtran/ml-videos
aadi1011 AI-ML-Roadmap-from-scratch,"Become skilled in Artificial Intelligence, Machine Learning, Generative AI, Deep Learning, Data Science, Natural Language Processing, Reinforcement Learning and more with this complete 0 to 100 repository.",[],318,1547,63,2,2,0,https://github.com/aadi1011/AI-ML-Roadmap-from-scratch
GoogleCloudPlatform cloudml-samples,Cloud ML Engine repo. Please visit the new Vertex AI samples repo at https://github.com/GoogleCloudPlatform/vertex-ai-samples,"['Python', 'Jupyter Notebook', 'Shell', 'Other']",846,1542,1198,0,71,0,https://github.com/GoogleCloudPlatform/cloudml-samples
kritiksoman GIMP-ML,AI for GNU Image Manipulation Program,"['Python', 'Cuda', 'C++', 'Other']",139,1536,196,3,0,2,https://github.com/kritiksoman/GIMP-ML
nubank fklearn,fklearn: Functional Machine Learning,"['Jupyter Notebook', 'Python']",171,1535,161,13,61,33,https://github.com/nubank/fklearn
combust mleap,MLeap: Deploy ML Pipelines to Production,"['Scala', 'Python', 'Java', 'Other']",315,1527,1052,9,70,7,https://github.com/combust/mleap
AxeldeRomblay MLBox,MLBox is a powerful Automated Machine Learning python library.,"['Python', 'Makefile']",273,1523,1121,6,5,7,https://github.com/AxeldeRomblay/MLBox
TheisTrue MLofAndrew-Ng,吴恩达机器学习课程的讲义，欢迎大家一起学习,[],555,1508,6,0,0,0,https://github.com/TheisTrue/MLofAndrew-Ng
pytorch FBGEMM,FB (Facebook) + GEMM (General Matrix-Matrix Multiplication) - https://code.fb.com/ml-applications/fbgemm/,"['C++', 'Python', 'Cuda', 'HIP', 'CMake', 'C', 'Other']",691,1495,4517,585,294,13,https://github.com/pytorch/FBGEMM
sepandhaghighi pycm,Multi-class confusion matrix library in Python,"['Python', 'Other']",125,1489,3106,0,16,48,https://github.com/sepandhaghighi/pycm
pixeltable pixeltable,"Pixeltable — Data Infrastructure providing a declarative, incremental approach for multimodal AI workloads.","['Python', 'HTML', 'Other']",189,1475,1066,16,19,77,https://github.com/pixeltable/pixeltable
igrigorik decisiontree,ID3-based implementation of the ML Decision Tree algorithm,['Ruby'],129,1470,71,3,14,0,https://github.com/igrigorik/decisiontree
MLSysOps MLE-agent,"🤖 MLE-Agent: Your intelligent companion for seamless AI engineering and research. 🔍 Integrate with arxiv and paper with code to provide better code/research plans 🧰 OpenAI, Anthropic, Gemini, Ollama, etc supported. 🎆 Code RAG","['Python', 'TypeScript', 'Other']",97,1465,739,3,14,7,https://github.com/MLSysOps/MLE-agent
ml-explore mlx-swift,Swift API for MLX,"['C++', 'Swift', 'Less', 'Metal', 'C', 'Python', 'Other']",126,1458,374,8,35,20,https://github.com/ml-explore/mlx-swift
alpaca-lang alpaca,Functional programming inspired by ML for the Erlang VM,"['Erlang', 'OCaml', 'Other']",47,1454,883,0,15,1,https://github.com/alpaca-lang/alpaca
postgresml korvus,"Korvus is a search SDK that unifies the entire RAG pipeline in a single database query. Built on top of Postgres with bindings for Python, JavaScript, Rust and C.","['Rust', 'Python', 'TypeScript', 'JavaScript', 'C', 'PLpgSQL', 'Other']",48,1453,51,0,3,0,https://github.com/postgresml/korvus
MLReef mlreef,The collaboration workspace for Machine Learning,"['Kotlin', 'JavaScript', 'Python', 'SCSS', 'Shell', 'Ruby', 'Other']",306,1451,2877,0,10,0,https://github.com/MLReef/mlreef
megvii-research ML-GCN,"PyTorch implementation of Multi-Label Image Recognition with Graph Convolutional Networks, CVPR 2019.",['Python'],351,1450,8,1,0,0,https://github.com/megvii-research/ML-GCN
DLTK DLTK,Deep Learning Toolkit for Medical Image Analysis,['Python'],402,1450,379,6,6,0,https://github.com/DLTK/DLTK
superlinked superlinked,Superlinked is a Python framework for AI Engineers building high-performance search & recommendation applications that combine structured and unstructured data.,"['Jupyter Notebook', 'Python']",110,1450,1453,3,21,700,https://github.com/superlinked/superlinked
sb-ai-lab LightAutoML,Fast and customizable framework for automatic ML model creation (AutoML),"['Python', 'HTML']",64,1438,732,2,18,5,https://github.com/sb-ai-lab/LightAutoML
remicnrd ml_cheatsheet,A 5-pages only Machine Learning cheatsheet focusing on the most popular algorithms under the hood,[],217,1435,8,0,0,0,https://github.com/remicnrd/ml_cheatsheet
alexsosn iOS_ML,"List of Machine Learning, AI, NLP solutions for iOS. The most recent version of this article can be found on my blog.",[],153,1433,73,1,9,0,https://github.com/alexsosn/iOS_ML
nsoojin coursera-ml-py,Python programming assignments for Machine Learning by Prof. Andrew Ng in Coursera,['Python'],489,1431,13,0,0,0,https://github.com/nsoojin/coursera-ml-py
hollance CoreMLHelpers,Types and functions that make it a little easier to work with Core ML in Swift.,['Swift'],193,1427,46,3,5,0,https://github.com/hollance/CoreMLHelpers
apple ml-aim,This repository provides the code and model checkpoints for AIMv1 and AIMv2 research projects.,['Python'],67,1387,6,0,4,0,https://github.com/apple/ml-aim
benthecoder yt-channels-DS-AI-ML-CS,"A comprehensive list of 180+ YouTube Channels for Data Science, Data Engineering, Machine Learning, Deep learning, Computer Science, programming, software engineering, etc.",[],141,1382,84,0,17,0,https://github.com/benthecoder/yt-channels-DS-AI-ML-CS
oracle tribuo,Tribuo - A Java machine learning library,"['Java', 'Jupyter Notebook', 'Other']",194,1382,310,6,20,11,https://github.com/oracle/tribuo
NifTK NiftyNet,[unmaintained] An open-source convolutional neural networks platform for research in medical image analysis and image-guided therapy,"['Python', 'C', 'C++', 'Cuda', 'Other']",402,1380,3284,3,41,8,https://github.com/NifTK/NiftyNet
ikatsov tensor-house,"A collection of reference Jupyter notebooks and demo AI/ML applications for enterprise use cases: marketing, pricing, supply chain, smart manufacturing, and more.","['Jupyter Notebook', 'Python']",498,1379,152,0,0,4,https://github.com/ikatsov/tensor-house
facebookexperimental Robyn,"Robyn is an experimental, AI/ML-powered and open sourced Marketing Mix Modeling (MMM) package from Meta Marketing Science. Our mission is to democratise modeling knowledge, inspire the industry through innovation, reduce human bias in the modeling process & build a strong open source marketing science community.","['Jupyter Notebook', 'Python', 'R', 'MDX', 'JavaScript', 'CSS']",415,1378,1569,13,34,33,https://github.com/facebookexperimental/Robyn
fmind mlops-python-package,"Kickstart your MLOps initiative with a flexible, robust, and productive Python package.","['Jupyter Notebook', 'Python', 'Other']",199,1377,61,5,6,15,https://github.com/fmind/mlops-python-package
wdhdev free-for-life,A huge list of great stuff you can get for free!,"['HTML', 'Shell']",144,1368,762,1,59,0,https://github.com/wdhdev/free-for-life
lorey mlscraper,🤖 Scrape data from HTML websites automatically by just providing examples,"['Python', 'Makefile']",90,1367,124,3,2,0,https://github.com/lorey/mlscraper
zama-ai concrete-ml,"Concrete ML: Privacy Preserving ML framework using Fully Homomorphic Encryption (FHE), built on top of Concrete, with bindings to traditional ML frameworks.","['Python', 'Jupyter Notebook', 'Shell', 'Other']",197,1362,2050,1,27,32,https://github.com/zama-ai/concrete-ml
epfml OptML_course,EPFL Course - Optimization for Machine Learning - CS-439,"['Jupyter Notebook', 'TeX', 'Python']",335,1360,587,1,19,0,https://github.com/epfml/OptML_course
dafriedman97 mlbook,Repository for the free online book Machine Learning from Scratch (link below!),"['Jupyter Notebook', 'HTML', 'JavaScript', 'Python', 'Other']",225,1285,32,3,3,0,https://github.com/dafriedman97/mlbook
apple ml-neuman,Official repository of NeuMan: Neural Human Radiance Field from a Single Video (ECCV 2022),"['Python', 'Dockerfile', 'Shell']",148,1285,26,2,0,0,https://github.com/apple/ml-neuman
microsoft MLOpsPython,MLOps using Azure ML Services and Azure DevOps,"['Python', 'Jupyter Notebook', 'Shell', 'HCL', 'Other']",1134,1284,429,17,42,114,https://github.com/microsoft/MLOpsPython
SelfExplainML PiML-Toolbox,PiML (Python Interpretable Machine Learning) toolbox for model development & diagnostics,['Jupyter Notebook'],133,1277,441,0,7,19,https://github.com/SelfExplainML/PiML-Toolbox
musikalkemist AudioSignalProcessingForML,"Code and slides of my YouTube series called ""Audio Signal Proessing for Machine Learning""",['Jupyter Notebook'],433,1275,28,3,0,0,https://github.com/musikalkemist/AudioSignalProcessingForML
tucan9389 awesome-ml-demos-with-ios,The challenge projects for Inferencing machine learning models on iOS,['Python'],139,1274,176,0,2,0,https://github.com/tucan9389/awesome-ml-demos-with-ios
TRI-ML packnet-sfm,TRI-ML Monocular Depth Estimation Repository,"['Python', 'Dockerfile', 'Makefile']",245,1268,14,7,6,3,https://github.com/TRI-ML/packnet-sfm
logicalclocks hopsworks,Hopsworks - Data-Intensive AI platform with a Feature Store,"['Java', 'Ruby', 'Other']",152,1267,6413,6,39,26,https://github.com/logicalclocks/hopsworks
syncora-ai synthetic-personality-dataset,"Synthetic dataset and notebooks for introvert vs. extrovert personality modeling (privacy-safe, ML-ready).",['Jupyter Notebook'],0,1255,14,0,0,0,https://github.com/syncora-ai/synthetic-personality-dataset
kitops-ml kitops,"An open source DevOps tool from the CNCF for packaging and versioning AI/ML models, datasets, code, and configuration into an OCI Artifact.","['Go', 'Vue', 'JavaScript', 'TypeScript', 'Shell', 'Dockerfile', 'Other']",153,1253,969,19,30,35,https://github.com/kitops-ml/kitops
HugoTini DeepBump,Normal & height maps generation from single pictures,['Python'],49,1288,22,0,0,8,https://github.com/HugoTini/DeepBump
dafriedman97 mlbook,Repository for the free online book Machine Learning from Scratch (link below!),"['Jupyter Notebook', 'HTML', 'JavaScript', 'Python', 'Other']",225,1285,32,3,3,0,https://github.com/dafriedman97/mlbook
apple ml-neuman,Official repository of NeuMan: Neural Human Radiance Field from a Single Video (ECCV 2022),"['Python', 'Dockerfile', 'Shell']",148,1285,26,2,0,0,https://github.com/apple/ml-neuman
microsoft MLOpsPython,MLOps using Azure ML Services and Azure DevOps,"['Python', 'Jupyter Notebook', 'Shell', 'HCL', 'Other']",1134,1284,429,17,42,114,https://github.com/microsoft/MLOpsPython
SelfExplainML PiML-Toolbox,PiML (Python Interpretable Machine Learning) toolbox for model development & diagnostics,['Jupyter Notebook'],133,1277,441,0,7,19,https://github.com/SelfExplainML/PiML-Toolbox
musikalkemist AudioSignalProcessingForML,"Code and slides of my YouTube series called ""Audio Signal Proessing for Machine Learning""",['Jupyter Notebook'],433,1275,28,3,0,0,https://github.com/musikalkemist/AudioSignalProcessingForML
tucan9389 awesome-ml-demos-with-ios,The challenge projects for Inferencing machine learning models on iOS,['Python'],139,1274,176,0,2,0,https://github.com/tucan9389/awesome-ml-demos-with-ios
TRI-ML packnet-sfm,TRI-ML Monocular Depth Estimation Repository,"['Python', 'Dockerfile', 'Makefile']",245,1268,14,7,6,3,https://github.com/TRI-ML/packnet-sfm
logicalclocks hopsworks,Hopsworks - Data-Intensive AI platform with a Feature Store,"['Java', 'Ruby', 'Other']",152,1267,6413,6,39,26,https://github.com/logicalclocks/hopsworks
syncora-ai synthetic-personality-dataset,"Synthetic dataset and notebooks for introvert vs. extrovert personality modeling (privacy-safe, ML-ready).",['Jupyter Notebook'],0,1255,14,0,0,0,https://github.com/syncora-ai/synthetic-personality-dataset
kitops-ml kitops,"An open source DevOps tool from the CNCF for packaging and versioning AI/ML models, datasets, code, and configuration into an OCI Artifact.","['Go', 'Vue', 'JavaScript', 'TypeScript', 'Shell', 'Dockerfile', 'Other']",153,1253,969,19,30,35,https://github.com/kitops-ml/kitops
syncora-ai Synthetic-AI-Developer-Productivity-Dataset,"High-fidelity synthetic dataset capturing AI developer productivity metrics — including focus hours, task completion rates, and burnout indicators. Privacy-safe, ideal for ML and workflow analytics.",['Jupyter Notebook'],0,1240,13,0,0,0,https://github.com/syncora-ai/Synthetic-AI-Developer-Productivity-Dataset
javiersantos MLManager,"A modern, easy and customizable app manager for Android with Material Design",['Java'],391,1237,303,2,2,13,https://github.com/javiersantos/MLManager
UbiquitousLearning mllm,Fast Multimodal LLM on Mobile Devices,"['C++', 'Python', 'CMake', 'Go', 'Makefile', 'Shell', 'Other']",155,1230,2766,6,25,1,https://github.com/UbiquitousLearning/mllm
ml4a ml4a-ofx,A collection of openFrameworks apps for working with machine learning,"['C++', 'Python', 'Other']",275,1228,180,1,6,3,https://github.com/ml4a/ml4a-ofx
themanojdesai genai-llm-ml-case-studies,A collection of 500+ real-world ML & LLM system design case studies from 100+ companies. Learn how top tech firms implement GenAI in production.,[],159,1213,6,0,0,0,https://github.com/themanojdesai/genai-llm-ml-case-studies
ARM-software ML-KWS-for-MCU,Keyword spotting on Arm Cortex-M Microcontrollers,"['C', 'C++', 'Objective-C', 'Python', 'Makefile']",424,1212,11,3,0,0,https://github.com/ARM-software/ML-KWS-for-MCU
EthicalML xai,XAI - An eXplainability toolbox for machine learning,"['Python', 'Other']",183,1211,101,0,3,3,https://github.com/EthicalML/xai
openai mle-bench,MLE-bench is a benchmark for measuring how well AI agents perform at machine learning engineering,"['Python', 'Shell', 'Dockerfile', 'JavaScript']",186,1208,39,0,22,0,https://github.com/openai/mle-bench
EddyBorja MLPAutoCompleteTextField,UITextfield subclass with autocomplete menu. For iOS.,"['Objective-C', 'Ruby']",220,1207,130,5,19,0,https://github.com/EddyBorja/MLPAutoCompleteTextField
xorbitsai xorbits,"Scalable Python DS & ML, in an API compatible & lightning fast way.","['Python', 'JavaScript', 'Cython', 'C++', 'Shell', 'HTML']",70,1204,474,13,35,30,https://github.com/xorbitsai/xorbits
flutter-ml google_ml_kit_flutter,A flutter plugin that implements Google's standalone ML Kit,"['Dart', 'Java', 'Objective-C', 'Ruby', 'Shell', 'Swift', 'Other']",852,1195,345,3,53,0,https://github.com/flutter-ml/google_ml_kit_flutter
The-AI-Summer Deep-Learning-In-Production,"Build, train, deploy, scale and maintain deep learning models. Understand ML infrastructure and MLOps using hands-on examples.","['Jupyter Notebook', 'Other']",250,1188,31,1,2,0,https://github.com/The-AI-Summer/Deep-Learning-In-Production
VoltaML voltaML,"⚡VoltaML is a lightweight library to convert and run your ML/DL deep learning models in high performance inference runtimes like TensorRT, TorchScript, ONNX and TVM.","['Python', 'Jupyter Notebook', 'Other']",40,1183,126,0,6,0,https://github.com/VoltaML/voltaML
mediar-ai terminator,playwright for windows computer use,"['Rust', 'JavaScript', 'TypeScript', 'Python', 'PowerShell', 'Ruby', 'Other']",179,1181,2317,4,14,231,https://github.com/mediar-ai/terminator
deepfence FlowMeter,⭐ ⭐ Use ML to classify flows and packets as benign or malicious. ⭐ ⭐,"['Go', 'Python', 'Jupyter Notebook', 'Makefile']",225,1174,23,0,11,0,https://github.com/deepfence/FlowMeter
kuleshov cornell-cs5785-2020-applied-ml,Teaching materials for the applied machine learning course at Cornell Tech (online edition),['Jupyter Notebook'],285,1170,8,1,0,0,https://github.com/kuleshov/cornell-cs5785-2020-applied-ml
j2kun mlir-tutorial,MLIR For Beginners tutorial,"['C++', 'MLIR', 'Starlark', 'CMake', 'Python', 'C']",111,1157,55,0,7,0,https://github.com/j2kun/mlir-tutorial
shsarv Machine-Learning-Projects,"This repository showcases a selection of machine learning projects undertaken to understand and master various ML concepts. Each project reflects commitment to applying theoretical knowledge to practical scenarios, demonstrating proficiency in machine learning techniques and tools.","['Jupyter Notebook', 'Other']",416,1147,123,6,3,0,https://github.com/shsarv/Machine-Learning-Projects
astroML astroML,"Machine learning, statistics, and data mining for astronomy and astrophysics","['Python', 'Makefile']",316,1140,582,8,28,0,https://github.com/astroML/astroML
howie6879 mlhub123,机器学习&深度学习网站资源汇总（Machine Learning Resources）,[],242,1136,70,0,5,0,https://github.com/howie6879/mlhub123
tatsath fin-ml,"This github repository of ""Machine Learning and Data Science Blueprints for Finance"". Please star.",['Jupyter Notebook'],473,1126,154,0,2,0,https://github.com/tatsath/fin-ml
zinggAI zingg,"Scalable identity resolution, entity resolution, data mastering and deduplication using ML","['Java', 'Python', 'HTML', 'Scala', 'FreeMarker', 'Shell', 'Other']",147,1124,2834,3,26,9,https://github.com/zinggAI/zingg
ai-to-ai Auto-Gmail-Creator,"Open Source Bulk Auto Gmail Creator Bot with Selenium & Seleniumwire ( Python ). Feel free to contact me with Django/Flask, ML, AI, GPT, Automation, Scraping.",['Python'],618,1124,64,7,2,0,https://github.com/ai-to-ai/Auto-Gmail-Creator
Shujian2015 FreeML,A List of Data Science/Machine Learning Resources (Mostly Free),[],517,1123,48,3,2,0,https://github.com/Shujian2015/FreeML
jenly1314 MLKit,🌝 MLKit是一个强大易用的工具包。通过ML Kit您可以很轻松的实现文字识别、条码识别、图像标记、人脸检测、对象检测等功能。,"['Java', 'Kotlin', 'Shell']",192,1122,74,0,0,14,https://github.com/jenly1314/MLKit
mallahyari ml-practical-usecases,A database of 650 Machine Learning (ML) system design case studies from 100+ companies.,[],208,1122,8,0,0,0,https://github.com/mallahyari/ml-practical-usecases
aws deep-learning-containers,One stop shop for running AI/ML on AWS.,"['Python', 'Shell', 'Other']",522,1121,3557,4,198,3788,https://github.com/aws/deep-learning-containers
run-house kubetorch,"Distribute and run AI workloads on Kubernetes magically in Python, like PyTorch for ML infra.","['Python', 'Other']",46,1119,2328,26,14,48,https://github.com/run-house/kubetorch
Nixtla mlforecast,Scalable machine 🤖 learning for time series forecasting.,"['Python', 'Jupyter Notebook', 'Other']",114,1115,347,8,19,41,https://github.com/Nixtla/mlforecast
microsoft Windows-Machine-Learning,Samples and Tools for Windows ML.,"['C++', 'TypeScript', 'C', 'C#', 'JavaScript', 'Python', 'Other']",443,1111,1731,14,48,15,https://github.com/microsoft/Windows-Machine-Learning
novak-99 MLPP,A library created to revitalize C++ as a machine learning front end. Per aspera ad astra.,"['C++', 'Shell']",155,1111,186,1,3,3,https://github.com/novak-99/MLPP
campusx-official ML-Roadmap-for-2022,"A curated list of Machine learning videos, links, projects and datasets to help you conquer the ML landscape in 6 months",[],524,1108,72,19,2,0,https://github.com/campusx-official/ML-Roadmap-for-2022
majianjia nnom,A higher-level Neural Network library for microcontrollers.,"['C', 'Python']",271,1107,665,0,16,11,https://github.com/majianjia/nnom
kubeai-project kubeai,"AI Inference Operator for Kubernetes. The easiest way to serve ML models in production. Supports VLMs, LLMs, embeddings, and speech-to-text.","['Go', 'Jupyter Notebook', 'Python', 'Shell', 'Makefile', 'Dockerfile', 'Other']",119,1104,356,23,32,94,https://github.com/kubeai-project/kubeai
juliansteenbakker mobile_scanner,"A universal Flutter barcode and QR code scanner using CameraX/ML Kit for Android, AVFoundation/Apple Vision for iOS & macOS, and ZXing for web.","['Dart', 'Kotlin', 'Swift', 'Ruby', 'Other']",643,1099,2204,12,83,74,https://github.com/juliansteenbakker/mobile_scanner
CakeML cakeml,CakeML: A Verified Implementation of ML,"['Standard ML', 'OCaml', 'Haskell', 'Python', 'C', 'Makefile']",90,1096,25838,2,74,59,https://github.com/CakeML/cakeml
