Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url
Goekdeniz-Guelmez Local-NotebookLM,Googles NotebookLM but local,"['Python', 'Dockerfile']",84,649,142,1,2,13,https://github.com/Goekdeniz-Guelmez/Local-NotebookLM
tensorflow tcav,Code for the TCAV ML interpretability project,"['Jupyter Notebook', 'Python', 'Shell']",152,648,171,8,16,2,https://github.com/tensorflow/tcav
MLB-LED-Scoreboard mlb-led-scoreboard,An LED scoreboard for Major League Baseball ⚾,"['Python', 'Shell']",117,648,917,1,21,92,https://github.com/MLB-LED-Scoreboard/mlb-led-scoreboard
victor369basu Real-time-stock-market-prediction,"In this repository, I have developed the entire server-side principal architecture for real-time stock market prediction with Machine Learning. I have used Tensorflow.js for constructing ml model architecture, and Kafka for real-time data streaming and pipelining.",['JavaScript'],123,647,29,0,0,0,https://github.com/victor369basu/Real-time-stock-market-prediction
leerumor ai-study,人工智能学习资料超全整理，包含机器学习基础ML、深度学习基础DL、计算机视觉CV、自然语言处理NLP、推荐系统、语音识别、图神经网路、算法工程师面试题,[],85,643,11,0,0,0,https://github.com/leerumor/ai-study
landy22granatt Kumpulan-Script-Termux,"Ok, Langsung Saja Ke Materi. Sesuai Judul, Disini Saya Akan Memberikan Kumpulan Script Termux Yang Masih Work. Karena, Jarang Sekali Saat Ini Mendapatkan Script Yang Benar-Benar Work. ✓BOT KOMEN DAN LIKE INSTAGRAM $ pkg update $ pkg upgrade $ pkg install python2 $ pkg install ruby $ gem install lolcat $ pkg install git $git clonehttps://github.c…",['Python'],129,643,4,0,0,0,https://github.com/landy22granatt/Kumpulan-Script-Termux
mlcommons ck,"Collective Knowledge (CK), Collective Mind (CM/CMX) and MLPerf automations: community-driven projects to facilitate collaborative and reproducible research and to learn how to run AI, ML, and other emerging workloads more efficiently and cost-effectively across diverse models, datasets, software, and hardware using MLPerf methodology and benchmarks","['Python', 'Shell', 'C++', 'C', 'HTML', 'Batchfile', 'Other']",121,638,8685,1,25,139,https://github.com/mlcommons/ck
laoqiren mlhelper,Algorithms and utils for Machine Learning in JavaScript.,"['TypeScript', 'JavaScript']",36,635,118,0,3,0,https://github.com/laoqiren/mlhelper
ml5js ml5-examples,A collection of ml5.js examples,"['JavaScript', 'HTML', 'Other']",441,633,461,2,18,8,https://github.com/ml5js/ml5-examples
artagnon rhine-ml,🏞 an OCaml compiler for an untyped lisp,"['OCaml', 'C', 'Python', 'Makefile', 'C++']",24,631,424,0,6,0,https://github.com/artagnon/rhine-ml
databricks mlops-stacks,This repo provides a customizable stack for starting new ML projects on Databricks that follow production best-practices out of the box.,"['Python', 'Shell']",232,630,144,2,29,5,https://github.com/databricks/mlops-stacks
cdfoundation sig-mlops,CDF SIG MLOps,[],73,630,136,0,10,0,https://github.com/cdfoundation/sig-mlops
Western-OC2-Lab AutoML-Implementation-for-Static-and-Dynamic-Data-Analytics,Implementation/Tutorial of using Automated Machine Learning (AutoML) methods for static/batch and online/continual learning,['Jupyter Notebook'],112,629,35,0,0,0,https://github.com/Western-OC2-Lab/AutoML-Implementation-for-Static-and-Dynamic-Data-Analytics
stratosphereips awesome-ml-privacy-attacks,An awesome list of papers on privacy attacks against machine learning,[],91,627,173,1,12,0,https://github.com/stratosphereips/awesome-ml-privacy-attacks
eugeneyan ml-design-docs,"📝 Design doc template & examples for machine learning systems (requirements, methodology, implementation, etc.)",[],109,626,19,0,4,0,https://github.com/eugeneyan/ml-design-docs
MolecularAI REINVENT4,"AI molecular design tool for de novo design, scaffold hopping, R-group replacement, linker design and molecule optimization.","['Python', 'Shell']",184,626,317,2,16,8,https://github.com/MolecularAI/REINVENT4
iAyon 100DaysOfMLCode,This repository contains all the required resources regarding the 100+ Days Of ML Code Telgram Group which was driven by me from 1-1-2019 to 31-12-2019 !!,[],197,625,88,0,0,0,https://github.com/iAyon/100DaysOfMLCode
zeux calm,CUDA/Metal accelerated language model inference,"['C', 'Cuda', 'Python', 'Metal', 'Objective-C', 'Makefile', 'Shell']",30,625,638,0,0,0,https://github.com/zeux/calm
qiguming MLAPP_CN_CODE,《Machine Learning: A Probabilistic Perspective》（Kevin P. Murphy）中文翻译和书中算法的Python实现。,"['Jupyter Notebook', 'Python']",142,624,80,0,0,0,https://github.com/qiguming/MLAPP_CN_CODE
google yggdrasil-decision-forests,"A library to train, evaluate, interpret, and productionize decision forest models such as Random Forest and Gradient Boosted Decision Trees.","['C++', 'Python', 'Starlark', 'Go', 'JavaScript', 'Shell', 'Other']",69,622,1343,11,34,37,https://github.com/google/yggdrasil-decision-forests
Jcharis Streamlit_DataScience_Apps,Streamlit Data Science and ML Apps in Python,"['HTML', 'Python', 'Other']",380,621,53,16,2,0,https://github.com/Jcharis/Streamlit_DataScience_Apps
neptune-ai neptune-client,📘 The experiment tracker for foundation model training,['Python'],66,621,2112,13,40,198,https://github.com/neptune-ai/neptune-client
bosun-ai swiftide,"Fast, streaming indexing, query, and agentic LLM applications in Rust",['Rust'],50,620,821,9,21,94,https://github.com/bosun-ai/swiftide
openai mlsh,"Code for the paper ""Meta-Learning Shared Hierarchies""","['Python', 'Other']",162,618,22,5,3,0,https://github.com/openai/mlsh
MLOps-Courses mlops-coding-course,"Learn how to create, develop, and maintain a state-of-the-art MLOps code base",['Just'],101,618,140,0,9,0,https://github.com/MLOps-Courses/mlops-coding-course
madroidmaq mlx-omni-server,"MLX Omni Server is a local inference server powered by Apple's MLX framework, specifically designed for Apple Silicon (M-series) chips. It implements OpenAI-compatible API endpoints, enabling seamless integration with existing OpenAI SDK clients while leveraging the power of local ML inference.",['Python'],63,617,248,9,6,20,https://github.com/madroidmaq/mlx-omni-server
pplonski my_ml_service,My Machine Learning Web Service,"['Python', 'Jupyter Notebook', 'Dockerfile', 'Shell']",167,616,22,7,3,0,https://github.com/pplonski/my_ml_service
mrdbourke cs329s-ml-deployment-tutorial,Code and files to go along with CS329s machine learning model deployment tutorial.,"['Jupyter Notebook', 'Python', 'Other']",190,616,43,1,0,0,https://github.com/mrdbourke/cs329s-ml-deployment-tutorial
google grain,Library for reading and processing ML training data.,"['Python', 'Starlark', 'Other']",58,616,756,83,54,9,https://github.com/google/grain
skrish13 ml-contests-conf,"ML and DL related contests, competitions and conference challenges.",[],46,613,42,1,2,0,https://github.com/skrish13/ml-contests-conf
yoyoyohamapi mit-ml,斯坦福机器学习完整 python 实现,['Python'],196,608,19,0,0,0,https://github.com/yoyoyohamapi/mit-ml
OvidijusParsiunas myvision,Computer vision based ML training data generation tool 🚀,"['JavaScript', 'CSS', 'HTML']",70,607,1517,5,2,1,https://github.com/OvidijusParsiunas/myvision
keijiro UnityMLStableDiffusion,Core ML Stable Diffusion on Unity,"['C#', 'Swift', 'Shell']",54,605,69,0,0,6,https://github.com/keijiro/UnityMLStableDiffusion
Azure mlops-v2,Azure MLOps (v2) solution accelerators. Enterprise ready templates to deploy your machine learning models on the Azure Platform.,['Shell'],313,604,117,1,24,3,https://github.com/Azure/mlops-v2
csinva csinva.github.io,"Slides, paper notes, class notes, blog posts, and research on ML 📉, statistics 📊, and AI 🤖.","['HTML', 'JavaScript', 'CSS', 'Other']",106,604,474,0,0,0,https://github.com/csinva/csinva.github.io
wdndev ai_interview_note,DL & ML & RS,"['Python', 'HTML']",48,602,29,0,0,0,https://github.com/wdndev/ai_interview_note
lipiji AIStartups,"Startups about artificial intelligence. (DM, ML, NLP, CV...)",[],133,602,128,0,3,0,https://github.com/lipiji/AIStartups
lucasnewman f5-tts-mlx,Implementation of F5-TTS in MLX,['Python'],61,601,80,0,3,26,https://github.com/lucasnewman/f5-tts-mlx
xubo245 SparkLearning,"Learning Apache spark,including code and data .Most part can run local.","['Scala', 'Java']",314,600,128,0,0,9,https://github.com/xubo245/SparkLearning
dlsucomet MLResources,"Repository for Machine Learning resources, frameworks, and projects. Managed by the DLSU Machine Learning Group.",[],263,599,48,0,0,0,https://github.com/dlsucomet/MLResources
vincen-github mlimpl,"This repository collects some codes that encapsulates commonly used algorithms in the field of machine learning. Most of them are based on Numpy, Pandas or Torch. You can deepen your understanding to related model and algorithm or revise it to get the customized code belongs yourself by referring to this repository.","['Shell', 'Python', 'Jupyter Notebook', 'Other']",137,599,238,0,0,0,https://github.com/vincen-github/mlimpl
Coder-World04 ML-AI-Research-Papers---Solved,This repository contains everything you need to become proficient in ML/AI Research and Research Papers,[],81,599,43,0,0,0,https://github.com/Coder-World04/ML-AI-Research-Papers---Solved
atomic14 VisionCoreMLSample,Sample application using Vision Framework and Core ML,['Swift'],49,598,20,0,4,0,https://github.com/atomic14/VisionCoreMLSample
Meesho BharatMLStack,"BharatMLStack is an open-source, end-to-end machine learning infrastructure stack built at Meesho to support real-time and batch ML workloads at Bharat scale","['JavaScript', 'Go', 'Rust', 'Python', 'Shell', 'CSS', 'Other']",55,597,276,12,26,50,https://github.com/Meesho/BharatMLStack
anhquan0412 basic_model_scratch,Implementation of some classic Machine Learning model from scratch and benchmarking against popular ML library,"['Jupyter Notebook', 'Python']",166,596,46,0,0,0,https://github.com/anhquan0412/basic_model_scratch
microsoft 0xDeCA10B,Sharing Updatable Models (SUM) on Blockchain,"['Python', 'JavaScript', 'Dockerfile', 'Shell']",154,596,154,6,7,3,https://github.com/microsoft/0xDeCA10B
grafana intro-to-mltp,"Introduction to Metrics, Logs, Traces and Profiles session companion code.","['JavaScript', 'CSS', 'Shell', 'Dockerfile', 'HTML']",133,593,209,42,20,0,https://github.com/grafana/intro-to-mltp
navervision mlsd,"Official Tensorflow implementation of ""M-LSD: Towards Light-weight and Real-time Line Segment Detection"" (AAAI 2022 Oral)","['Python', 'HTML', 'CSS']",90,592,37,0,3,0,https://github.com/navervision/mlsd
eightBEC fastapi-ml-skeleton,FastAPI Skeleton App to serve machine learning models production-ready.,"['Python', 'Shell']",91,592,12,7,2,1,https://github.com/eightBEC/fastapi-ml-skeleton
DivergentAI dreamGPT,Leverage hallucinations from Large Language Models (LLMs) for novelty-driven explorations.,['Python'],40,591,45,1,3,0,https://github.com/DivergentAI/dreamGPT
lablup backend.ai,"Backend.AI is a streamlined, container-based computing cluster platform that hosts popular computing/ML frameworks and diverse programming languages, with pluggable heterogeneous accelerator support including CUDA GPU, ROCm GPU, Gaudi NPU, Google TPU, GraphCore IPU and other NPUs.","['Python', 'HTML', 'Shell', 'Roff', 'Starlark', 'CSS', 'Other']",164,591,3601,87,106,264,https://github.com/lablup/backend.ai
PlayPurEo ML-and-DL,self-learning,"['Python', 'HTML', 'Jupyter Notebook', 'Shell', 'MATLAB', 'TeX', 'Dockerfile']",230,588,60,0,0,0,https://github.com/PlayPurEo/ML-and-DL
imxieyi waifu2x-ios,iOS Core ML implementation of waifu2x,"['Swift', 'Metal', 'Objective-C']",60,588,68,0,2,0,https://github.com/imxieyi/waifu2x-ios
Azure AI-in-a-Box,AI-in-a-Box leverages the expertise of Microsoft across the globe to develop and provide AI and ML solutions to the technical community. Our intent is to present a curated collection of solution accelerators that can help engineers establish their AI/ML environments and solutions rapidly and with minimal friction.,"['Jupyter Notebook', 'Python']",196,587,366,0,17,0,https://github.com/Azure/AI-in-a-Box
jankais3r LLaMA_MPS,Run LLaMA (and Stanford-Alpaca) inference on Apple Silicon GPUs.,['Python'],47,585,12,1,2,0,https://github.com/jankais3r/LLaMA_MPS
hku-mars mlcc,Fast and Accurate Extrinsic Calibration for Multiple LiDARs and Cameras,"['C++', 'CMake']",116,583,33,0,0,0,https://github.com/hku-mars/mlcc
kakao n2,TOROS N2 - lightweight approximate Nearest Neighbor library which runs fast even with large datasets,"['Jupyter Notebook', 'C++', 'Python', 'Go', 'Cython', 'Makefile', 'SWIG']",69,581,266,0,12,4,https://github.com/kakao/n2
aryn-ai sycamore,🍁 Sycamore is an LLM-powered search and analytics platform for unstructured data.,"['Python', 'HTML', 'Jupyter Notebook', 'Shell', 'C++', 'Makefile', 'Dockerfile']",64,581,1513,29,38,34,https://github.com/aryn-ai/sycamore
ma-xu pointMLP-pytorch,"[ICLR 2022 poster] Official PyTorch implementation of ""Rethinking Network Design and Local Geometry in Point Cloud: A Simple Residual MLP Framework""","['Python', 'Cuda', 'C++', 'C']",72,579,81,0,3,2,https://github.com/ma-xu/pointMLP-pytorch
SwiftBrain awesome-CoreML-models,Collection of models for Core ML,[],61,578,53,1,4,0,https://github.com/SwiftBrain/awesome-CoreML-models
linkedin venice,"Venice, Derived Data Platform for Planet-Scale Workloads.","['Java', 'Other']",110,578,5684,22,75,0,https://github.com/linkedin/venice
davidrosenberg mlcourse,Machine learning course materials.,"['Jupyter Notebook', 'HTML', 'TeX', 'R', 'Asymptote', 'Mathematica', 'Other']",268,577,938,0,10,0,https://github.com/davidrosenberg/mlcourse
openxla stablehlo,Backward compatible ML compute opset inspired by HLO/MHLO,"['MLIR', 'C++', 'Python', 'Starlark', 'CMake', 'Shell', 'C']",167,577,1808,11,86,3,https://github.com/openxla/stablehlo
fal-ai real-time-demo-app,A demo application using fal.realtime and the lightning fast SDXL API provided by fal,"['JavaScript', 'TypeScript', 'CSS']",147,577,12,0,5,0,https://github.com/fal-ai/real-time-demo-app
facebookresearch MLGym,MLGym A New Framework and Benchmark for Advancing AI Research Agents,"['Python', 'Shell', 'Dockerfile']",56,576,57,3,10,0,https://github.com/facebookresearch/MLGym
ScalaConsultants Aspect-Based-Sentiment-Analysis,💭 Aspect-Based-Sentiment-Analysis: Transformer & Explainable ML (TensorFlow),['Python'],91,576,227,4,8,0,https://github.com/ScalaConsultants/Aspect-Based-Sentiment-Analysis
vincentarelbundock marginaleffects,"R package to compute and plot predictions, slopes, marginal means, and comparisons (contrasts, risk ratios, odds, etc.) for over 100 classes of statistical and ML models. Conduct linear and non-linear hypothesis tests, or equivalence tests. Calculate uncertainty estimates using the delta method, bootstrapping, or simulation-based inference","['R', 'Other']",57,573,4334,5,30,21,https://github.com/vincentarelbundock/marginaleffects
AIxBlock-2023 awesome-ai-dev-platform-opensource,An On-Chain Open-Source Platform for Rapid AI Model Productization Using Decentralized Resources with Flexibility and Scalability,"['TypeScript', 'JavaScript', 'SCSS', 'HTML', 'Stylus', 'CSS']",177,573,179,100,9,0,https://github.com/AIxBlock-2023/awesome-ai-dev-platform-opensource
swook GazeML,"Gaze Estimation using Deep Learning, a Tensorflow-based framework.","['Python', 'Shell']",147,571,18,2,0,0,https://github.com/swook/GazeML
apple ml-matrix3d,[CVPR 2025 Highlight] Matrix3D: Large Photogrammetry Model All-in-One,"['Python', 'Shell']",31,570,5,0,3,0,https://github.com/apple/ml-matrix3d
eriklindernoren NapkinML,"A tiny lib with pocket-sized implementations of machine learning models in NumPy, most of which will fit in a tweet.",['Python'],68,569,55,1,3,0,https://github.com/eriklindernoren/NapkinML
insitro redun,Yet another redundant workflow engine,"['Python', 'Other']",54,568,450,5,40,0,https://github.com/insitro/redun
GoogleCloudPlatform vertex-ai-samples,"Notebooks, code samples, sample apps, and other resources that demonstrate how to use, develop and manage machine learning and generative AI workflows using Google Cloud Vertex AI.","['Jupyter Notebook', 'Python', 'Other']",210,568,4114,82,215,0,https://github.com/GoogleCloudPlatform/vertex-ai-samples
cafferychen777 mLLMCelltype,🏆 #1 Multi-LLM consensus framework | 550+ stars | 95% accuracy | 10+ LLM providers | Leading cell annotation tool,"['Python', 'R', 'CSS', 'Jupyter Notebook', 'JavaScript', 'Shell', 'HTML']",49,567,382,0,2,5,https://github.com/cafferychen777/mLLMCelltype
P2333 Papers-of-Robust-ML,Related papers for robust machine learning,[],54,567,134,0,6,0,https://github.com/P2333/Papers-of-Robust-ML
yassouali ML-paper-notes,"📓 Notes and summaries of various ML, Computer Vision & NLP papers.",[],79,563,59,0,0,0,https://github.com/yassouali/ML-paper-notes
zehome MLVPN,Multi-link VPN (ADSL/SDSL/xDSL/Network aggregation / bonding),"['C', 'M4', 'Shell', 'Other']",137,558,601,3,17,6,https://github.com/zehome/MLVPN
ayush714 ML001-Project-Sources-Code-and-Learning-Materials,ML001 Sources Code and Learning Materials,"['Jupyter Notebook', 'HTML']",273,555,20,0,2,0,https://github.com/ayush714/ML001-Project-Sources-Code-and-Learning-Materials
datacamp course-resources-ml-with-experts-budgets,Further student resources for DrivenData's 'Machine Learning with the Experts: School Budgets' DataCamp course.,"['Jupyter Notebook', 'Python']",627,555,7,0,2,0,https://github.com/datacamp/course-resources-ml-with-experts-budgets
mozilla bugbug,Platform for Machine Learning projects on Software Engineering,"['Python', 'JavaScript', 'HTML', 'Other']",319,555,6656,55,116,0,https://github.com/mozilla/bugbug
typedb typedb-ml,TypeDB-ML is the Machine Learning integrations library for TypeDB,"['Python', 'Starlark']",92,552,508,0,9,8,https://github.com/typedb/typedb-ml
probabl-ai skore,"𝗢𝘄𝗻 𝗬𝗼𝘂𝗿 𝗗𝗮𝘁𝗮 𝗦𝗰𝗶𝗲𝗻𝗰𝗲. Skore's open-source Python library accelerates ML model development with automated evaluation reports, smart methodological guidance, and comprehensive cross-validation analysis.","['Python', 'Other']",102,552,1093,26,49,53,https://github.com/probabl-ai/skore
gutouyu ML_CIA,公众号: 机器学习荐货情报局 所有代码,"['Python', 'C++', 'Other']",294,550,74,0,0,0,https://github.com/gutouyu/ML_CIA
aws-samples aws-ml-enablement-workshop,組織横断的にチームを組成し、機械学習による成長サイクルを実現する計画を立てるワークショップ,"['Jupyter Notebook', 'TypeScript', 'Other']",62,549,156,11,14,7,https://github.com/aws-samples/aws-ml-enablement-workshop
Western-OC2-Lab Intrusion-Detection-System-Using-Machine-Learning,"Code for IDS-ML: intrusion detection system development using machine learning algorithms (Decision tree, random forest, extra trees, XGBoost, stacking, k-means, Bayesian optimization..)",['Jupyter Notebook'],148,546,51,0,0,0,https://github.com/Western-OC2-Lab/Intrusion-Detection-System-Using-Machine-Learning
SamBelkacem AI-ML-cheatsheets,Cheatsheets for AI and Machine Learning,[],177,545,142,0,0,0,https://github.com/SamBelkacem/AI-ML-cheatsheets
scruel Notes-ML-AndrewNg,Coursera吴恩达机器学习课程笔记及资源整理,['MATLAB'],157,544,86,0,2,0,https://github.com/scruel/Notes-ML-AndrewNg
AutoViML Auto_ViML,Automatically Build Multiple ML Models with a Single Line of Code. Created by Ram Seshadri. Collaborators Welcome. Permission Granted upon Request.,"['Python', 'Jupyter Notebook']",104,544,335,0,7,0,https://github.com/AutoViML/Auto_ViML
jchao01 TradingView-data-scraper,Extract price and indicator data from TradingView charts to create ML datasets,['Python'],122,543,30,6,4,1,https://github.com/jchao01/TradingView-data-scraper
panzarino mlbgame,A Python API to retrieve and read MLB GameDay data,['Python'],112,542,564,2,13,25,https://github.com/panzarino/mlbgame
mrthinger wow-voiceover,ml world of warcraft voiceover addon,"['Lua', 'Python']",56,541,281,1,6,15,https://github.com/mrthinger/wow-voiceover
cedrickchee awesome-ml-model-compression,"Awesome machine learning model compression research papers, quantization, tools, and learning material.",[],60,541,41,2,5,0,https://github.com/cedrickchee/awesome-ml-model-compression
boyu-ai Hands-on-ML,https://hml.boyuai.com,['Jupyter Notebook'],174,540,2,0,0,0,https://github.com/boyu-ai/Hands-on-ML
junfanz1 Software-Engineer-Coding-Interviews,"Data Structure Algorithms, (GenAI/ML) System Design, Machine Learning, DevOps coding interview practices",[],142,540,164,0,2,0,https://github.com/junfanz1/Software-Engineer-Coding-Interviews
a7medev react-native-ml-kit,React Native On-Device Machine Learning w/ Google ML Kit,"['Java', 'Objective-C', 'TypeScript', 'Ruby', 'JavaScript', 'Starlark', 'Objective-C++']",84,538,227,4,10,0,https://github.com/a7medev/react-native-ml-kit
theainerd MLInterview,A curated awesome list of AI Startups in India & Machine Learning Interview Guide. Feel free to contribute!,[],172,537,199,1,2,0,https://github.com/theainerd/MLInterview
google CFU-Playground,"Want a faster ML processor? Do it yourself! -- A framework for playing with custom opcodes to accelerate TensorFlow Lite for Microcontrollers (TFLM). . . . . . Online tutorial: https://google.github.io/CFU-Playground/ For reference docs, see the link below.","['Verilog', 'C++', 'Python', 'C', 'Makefile', 'Jupyter Notebook', 'Other']",149,537,2126,17,23,0,https://github.com/google/CFU-Playground
Paulescu kubernetes-for-ml-engineers,Just enough Kubernetes for you to fly,"['Makefile', 'Dockerfile', 'Python']",104,535,11,1,2,0,https://github.com/Paulescu/kubernetes-for-ml-engineers
Xilinx mlir-aie,An MLIR-based toolchain for AMD AI Engine-enabled devices.,"['MLIR', 'C++', 'Python', 'CMake', 'Makefile', 'Tcl', 'Other']",162,534,2438,51,74,14,https://github.com/Xilinx/mlir-aie
jacopotagliabue MLSys-NYU-2022,"Slides, scripts and materials for the Machine Learning in Finance Course at NYU Tandon, 2022","['Jupyter Notebook', 'Other']",62,533,65,0,4,0,https://github.com/jacopotagliabue/MLSys-NYU-2022
bradleyboyuyang ML-HFT,High frequency trading (HFT) framework built for futures using machine learning and deep learning techniques,['Jupyter Notebook'],127,531,63,0,0,0,https://github.com/bradleyboyuyang/ML-HFT
shreyashankar create-ml-app,Template Makefile for ML projects in Python.,"['Python', 'Makefile']",46,525,13,0,2,0,https://github.com/shreyashankar/create-ml-app
mgechev guess-next,🔮 Demo application showing the integration of Guess.js with Next.js,"['JavaScript', 'CSS']",8,525,37,14,2,0,https://github.com/mgechev/guess-next
polyaxon traceml,"Engine for ML/Data tracking, visualization, explainability, drift detection, and dashboards for Polyaxon.",['Python'],45,523,9977,0,28,0,https://github.com/polyaxon/traceml
PavelGrigoryevDS awesome-data-analysis,"🚀 500+ curated resources for Data Analysis & Data Science: Python, SQL, Statistics, ML, AI, Visualization, Cheatsheets, Roadmaps, Interview Prep. For beginners and experts.",[],61,523,36,0,3,0,https://github.com/PavelGrigoryevDS/awesome-data-analysis
adamlui ai-web-extensions,🤖 AI browser extensions & userscripts to augment your web experience,"['JavaScript', 'Python', 'CSS', 'Other']",54,522,16551,0,17,0,https://github.com/adamlui/ai-web-extensions
kuleshov cornell-cs5785-2025-applied-ml,Lecture materials for Cornell CS5785 Applied Machine Learning (Fall 2024),['Jupyter Notebook'],182,521,315,2,12,0,https://github.com/kuleshov/cornell-cs5785-2025-applied-ml
unjs mlly,🤝 Common ECMAScript module utils,"['TypeScript', 'JavaScript']",41,521,449,11,37,15,https://github.com/unjs/mlly
RunLLM aqueduct,Aqueduct is no longer being maintained. Aqueduct allows you to run LLM and ML workloads on any cloud infrastructure.,"['Go', 'Python', 'TypeScript', 'HCL', 'Dockerfile', 'Shell', 'Other']",20,521,1037,1,15,47,https://github.com/RunLLM/aqueduct
TryEnlight tryenlight.github.io,💻 Learn to code by building projects (old site!),"['HTML', 'CSS', 'JavaScript', 'Python']",249,517,76,2,8,0,https://github.com/TryEnlight/tryenlight.github.io
titu1994 MLSTM-FCN,Multivariate LSTM Fully Convolutional Networks for Time Series Classification,['Python'],181,516,82,0,3,2,https://github.com/titu1994/MLSTM-FCN
polyml polyml,Poly/ML,"['Standard ML', 'C++', 'Shell', 'OCaml', 'Makefile', 'C', 'Other']",53,515,4870,7,22,9,https://github.com/polyml/polyml
amitkaps recommendation,Recommendation System using ML and DL,"['Jupyter Notebook', 'Other']",164,515,62,22,4,0,https://github.com/amitkaps/recommendation
CerebriumAI examples,Examples for Cerebrium Serverless GPUs,"['Python', 'JavaScript', 'Other']",75,514,372,1,8,0,https://github.com/CerebriumAI/examples
ptyadana Data-Science-and-Machine-Learning-Projects-Dojo,"collections of data science, machine learning and data visualization projects with pandas, sklearn, matplotlib, tensorflow2, Keras, various ML algorithms like random forest classifier, boosting, etc","['Jupyter Notebook', 'HTML']",102,514,659,0,0,0,https://github.com/ptyadana/Data-Science-and-Machine-Learning-Projects-Dojo
Dyakonov DL,"Курс ""Глубокое обучение (Deep Learning)"" (ВМК, МГУ имени М.В. Ломоносова)",[],66,513,131,0,0,0,https://github.com/Dyakonov/DL
apple ml-mdm,Train high-quality text-to-image diffusion models in a data & compute efficient manner,"['Python', 'Shell']",35,511,120,9,14,0,https://github.com/apple/ml-mdm
BaseModelAI cleora,"Cleora AI is a general-purpose open-source model for efficient, scalable learning of stable and inductive entity embeddings for heterogeneous relational data. Created by Synerise.com team.","['Jupyter Notebook', 'Rust', 'Other']",54,511,122,0,9,9,https://github.com/BaseModelAI/cleora
WeBankFinTech Prophecis,Prophecis is a one-stop cloud native machine learning platform.,"['Go', 'Vue', 'JavaScript', 'Java', 'Python', 'Shell', 'Other']",153,510,107,0,12,7,https://github.com/WeBankFinTech/Prophecis
PlayingNumbers ML_Process_Course,Public repo for the 365 Data Science ML Process Course,"['Jupyter Notebook', 'Python']",199,509,35,0,2,0,https://github.com/PlayingNumbers/ML_Process_Course
GoogleCloudPlatform ml-on-gcp,Machine Learning on Google Cloud Platform,"['Python', 'Jupyter Notebook', 'Shell', 'Other']",183,508,376,31,27,0,https://github.com/GoogleCloudPlatform/ml-on-gcp
richmanbtc mlbot_tutorial,A tutorial for algorithmic trading bot using machine learning.,"['Jupyter Notebook', 'Dockerfile']",190,507,32,0,2,0,https://github.com/richmanbtc/mlbot_tutorial
superlinked VectorHub,"VectorHub is a free, open-source learning website for people (software developers to senior ML architects) interested in adding vector retrieval to their ML stack.","['Jupyter Notebook', 'Other']",129,504,2302,7,82,0,https://github.com/superlinked/VectorHub
supabase-community chatgpt-your-files,Production-ready MVP for securely chatting with your documents using pgvector,"['TypeScript', 'PLpgSQL', 'JavaScript', 'CSS']",193,504,55,2,6,0,https://github.com/supabase-community/chatgpt-your-files
Michael-Jetson ML_DL_CV_with_pytorch,一个计算机视觉、机器学习与深度学习相关的项目，看课程的笔记还有自己做的程序,['Python'],30,503,136,1,7,0,https://github.com/Michael-Jetson/ML_DL_CV_with_pytorch
Jack47 hack-SysML,The road to hack SysML and become an system expert,"['Emacs Lisp', 'Python']",61,500,647,3,5,0,https://github.com/Jack47/hack-SysML
alexeygrigorev mlbookcamp-code,The code from the Machine Learning Bookcamp book,"['Jupyter Notebook', 'Other']",159,496,615,0,62,1,https://github.com/alexeygrigorev/mlbookcamp-code
FirebaseExtended mlkit-material-android,ML Kit Showcase App with Material Design,"['Java', 'Kotlin', 'Shell']",138,495,48,4,10,0,https://github.com/FirebaseExtended/mlkit-material-android
rentruewang learning-machine,A handbook for ML built on answers.,['Python'],47,495,152,0,8,0,https://github.com/rentruewang/learning-machine
mindsdb lightwood,Lightwood is Legos for Machine Learning.,"['Python', 'Jupyter Notebook', 'Other']",101,494,5716,1,45,45,https://github.com/mindsdb/lightwood
EddyBorja MLPSpotlight,UIView subclass that draws a spotlight effect. For iOS.,"['Objective-C', 'Ruby']",47,493,28,0,3,0,https://github.com/EddyBorja/MLPSpotlight
beweinreich mlooper,The sp@mlooper,"['Ruby', 'HTML', 'CSS', 'JavaScript']",46,493,5,0,2,0,https://github.com/beweinreich/mlooper
h2oai mli-resources,H2O.ai Machine Learning Interpretability Resources,"['Jupyter Notebook', 'Other']",130,491,100,0,5,0,https://github.com/h2oai/mli-resources
harperreed photo-similarity-search,Super simple MLX (apple silicon) CLIP based photo similarity web app,"['Python', 'HTML']",35,491,44,1,5,0,https://github.com/harperreed/photo-similarity-search
xlite-dev lihang-notes,📚《统计学习方法-李航: 笔记》 200页PDF，公式细节讲解🎉,['Shell'],59,491,80,0,0,5,https://github.com/xlite-dev/lihang-notes
Curated-Awesome-Lists awesome-llms-fine-tuning,"Explore a comprehensive collection of resources, tutorials, papers, tools, and best practices for fine-tuning Large Language Models (LLMs). Perfect for ML practitioners and researchers!",[],64,491,11,1,4,0,https://github.com/Curated-Awesome-Lists/awesome-llms-fine-tuning
watson-developer-cloud visual-recognition-coreml,Classify images offline using Watson Visual Recognition and Core ML,"['Swift', 'Ruby']",76,490,228,0,11,0,https://github.com/watson-developer-cloud/visual-recognition-coreml
