Name,Description,Programming languages,Forks count,Stars count,Commits count,Pull requests count,Contributors count,Releases counts,Url,languages_missing,Created,Last updated,Stars per contributor,Commits per contributor,Total changes,Community openness,Num languages,Has backend,Has frontend,Has infra,Has data,Stack breadth,Hype score
x1xhlol system-prompts-and-models-of-ai-tools,"FULL Augment Code, Claude Code, Cluely, CodeBuddy, Comet, Cursor, Devin AI, Junie, Kiro, Leap.new, Lovable, Manus Agent Tools, NotionAI, Orchids.app, Perplexity, Poke, Qoder, Replit, Same.dev, Trae, Traycer AI, VSCode Agent, Warp.dev, Windsurf, Xcode, Z.ai Code, dia & v0. (And other Open Sourced) System Prompts, Internal Tools & AI Models",[],26574,99046,425,37,25,0,https://github.com/x1xhlol/system-prompts-and-models-of-ai-tools,True,2020-05-10,2020-05-11,3809.5,16.3,462,0.07991360691144708,0,False,False,False,False,0,0
Shubhamsaboo awesome-llm-apps,"Collection of awesome LLM apps with AI Agents and RAG using OpenAI, Anthropic, Gemini and opensource models.","['Python', 'JavaScript', 'TypeScript', 'HTML', 'CSS', 'PLpgSQL']",11299,81474,835,3,57,0,https://github.com/Shubhamsaboo/awesome-llm-apps,False,2021-07-18,2022-07-27,1404.7,14.4,838,0.003575685339690107,6,True,True,False,True,3,0
rasbt LLMs-from-scratch,"Implement a ChatGPT-like LLM in PyTorch from scratch, step by step","['Jupyter Notebook', 'Python']",11975,80351,1001,1,52,0,https://github.com/rasbt/LLMs-from-scratch,False,2021-02-04,2021-11-23,1516.1,18.9,1002,0.0009970089730807576,2,True,False,False,False,1,0
fighting41love funNLP,中英文敏感词、语言检测、中外手机/电话归属地/运营商查询、名字推断性别、手机号抽取、身份证抽取、邮箱抽取、中日文人名库、中文缩写库、拆字词典、词汇情感值、停用词、反动词表、暴恐词表、繁简体转换、英文模拟中文发音、汪峰歌词生成器、职业名称词库、同义词库、反义词库、否定词库、汽车品牌词库、汽车零件词库、连续英文切割、各种中文词向量、公司名字大全、古诗词库、IT词库、财经词库、成语词库、地名词库、历史名人词库、诗词词库、医学词库、饮食词库、法律词库、汽车词库、动物词库、中文聊天语料、中文谣言数据、百度中文问答数据集、句子相似度匹配算法集合、bert资源、文本生成&摘要相关工具、cocoNLP信息抽取工具、国内电话号码正则匹配、清华大学XLORE:中英文跨语言百科知识图谱、清华大学人工智能技术…,['Python'],15084,77617,159,7,12,0,https://github.com/fighting41love/funNLP,False,2020-12-31,2023-04-16,5970.5,12.2,166,0.041916167664670656,1,True,False,False,False,1,0
hacksider Deep-Live-Cam,real time face swap and one-click video deepfake with only a single image,['Python'],11077,76105,492,27,54,8,https://github.com/hacksider/Deep-Live-Cam,False,2022-06-27,2024-12-31,1383.7,8.9,519,0.051923076923076926,1,True,False,False,False,1,0
AntonOsika gpt-engineer,CLI platform to experiment with codegen. Precursor to: https://lovable.dev,"['Python', 'Other']",7344,55089,1648,35,105,21,https://github.com/AntonOsika/gpt-engineer,False,2023-12-10,2024-12-31,519.7,15.5,1683,0.020783847980997625,2,True,False,False,False,1,0
lencx ChatGPT,"🔮 ChatGPT Desktop Application (Mac, Windows and Linux)","['Rust', 'TypeScript', 'JavaScript', 'Other']",6200,54341,635,33,29,34,https://github.com/lencx/ChatGPT,False,2019-04-12,2020-02-23,1811.4,21.2,668,0.04932735426008968,4,True,True,False,False,2,0
harry0703 MoneyPrinterTurbo,利用AI大模型，一键生成高清短视频 Generate short videos with one click using AI LLM.,"['Python', 'Other']",6751,48081,460,13,23,9,https://github.com/harry0703/MoneyPrinterTurbo,False,2021-05-23,2022-06-07,2003.4,19.2,473,0.027426160337552744,2,True,False,False,False,1,0
pathwaycom llm-app,"Ready-to-run cloud templates for RAG, AI pipelines, and enterprise search with live data. 🐳Docker-friendly.⚡Always in sync with Sharepoint, Google Drive, S3, Kafka, PostgreSQL, real-time data APIs, and more.","['Jupyter Notebook', 'Python', 'Dockerfile']",1225,47707,246,2,25,0,https://github.com/pathwaycom/llm-app,False,2018-11-27,2018-12-10,1834.9,9.5,248,0.008032128514056224,3,True,False,True,False,2,0
microsoft ai-agents-for-beginners,12 Lessons to Get Started Building AI Agents,"['Jupyter Notebook', 'Other']",15700,45915,859,2,60,0,https://github.com/microsoft/ai-agents-for-beginners,False,2022-01-22,2023-06-09,752.7,14.1,861,0.002320185614849188,2,False,False,False,False,0,0
yeongpin cursor-free-vip,[Support 0.49.x]（Reset Cursor AI MachineID & Bypass Higher Token Limit） Cursor Ai ，自动重置机器ID ， 免费升级使用Pro功能: You've reached your trial request limit. / Too many free trial accounts used on this machine. Please upgrade to pro. We have this limit in place to prevent abuse. Please let us know if you believe this is a mistake.,"['Python', 'PowerShell', 'Shell', 'Batchfile']",5363,44866,582,16,42,69,https://github.com/yeongpin/cursor-free-vip,False,2023-11-06,2024-06-23,1043.4,13.5,598,0.02671118530884808,4,True,False,True,False,2,0
jeecgboot JeecgBoot,🔥AI低代码平台，助力企业快速实现低代码开发和构建AI应用！ 成熟的AI应用平台：涵盖AI应用、AI模型、AI聊天助手、知识库、AI流程编排、MCP和插件，聊天式业务操作等，兼容多种大模型；提供强大代码生成器：实现前后端一键生成，无需手写代码! 引领AI开发模式：AI生成→在线配置→代码生成→手工合并，解决Java项目80%重复工作，提升效率节省成本，又不失灵活~,"['Java', 'Vue', 'Less', 'TypeScript', 'Python', 'Dockerfile']",15692,44552,2113,17,25,66,https://github.com/jeecgboot/JeecgBoot,False,2018-05-11,2018-09-17,1713.5,81.3,2130,0.007977475363679024,6,True,True,True,False,3,0
microsoft AI-For-Beginners,"12 Weeks, 24 Lessons, AI for All!","['Jupyter Notebook', 'Python', 'HTML', 'Vue', 'JavaScript', 'Dockerfile']",8754,44065,868,4,63,0,https://github.com/microsoft/AI-For-Beginners,False,2022-08-13,2024-11-27,688.5,13.6,872,0.004581901489117984,6,True,True,True,False,3,0
GitHubDaily GitHubDaily,"坚持分享 GitHub 上高质量、有趣实用的开源技术教程、开发者工具、编程网站、技术资讯。A list cool, interesting projects of GitHub.",[],4366,43174,96,7,4,0,https://github.com/GitHubDaily/GitHubDaily,True,2020-02-09,2022-07-18,8634.8,19.2,103,0.0673076923076923,0,False,False,False,False,0,0
virattt ai-hedge-fund,An AI Hedge Fund Team,"['Python', 'TypeScript', 'Shell', 'Batchfile', 'CSS', 'Mako']",7556,42521,798,17,32,0,https://github.com/virattt/ai-hedge-fund,False,2024-07-19,2024-08-15,1288.5,24.2,815,0.020833333333333332,6,True,True,True,False,3,0
apachecn ailearning,AiLearning：数据分析+机器学习实战+线性代数+PyTorch+NLTK+TF2,"['Python', 'JavaScript', 'CSS', 'Jupyter Notebook', 'HTML', 'Shell']",11600,41794,243,0,43,2,https://github.com/apachecn/ailearning,False,2022-02-24,2022-04-30,949.9,5.5,243,0.0,6,True,True,True,False,3,0
upscayl upscayl,"🆙 Upscayl - #1 Free and Open Source AI Image Upscaler for Linux, MacOS and Windows.","['TypeScript', 'JavaScript', 'CSS', 'Python', 'Shell']",1961,41499,1113,5,48,29,https://github.com/upscayl/upscayl,False,2024-08-30,2024-12-31,846.9,22.7,1118,0.004468275245755138,5,True,True,True,False,3,0
upstash context7,Context7 MCP Server -- Up-to-date code documentation for LLMs and AI code editors,"['TypeScript', 'JavaScript', 'Dockerfile']",1907,38482,582,11,94,27,https://github.com/upstash/context7,False,2021-04-30,2022-08-02,405.1,6.1,593,0.018518518518518517,3,False,True,True,False,2,0
babysor MockingBird,🚀AI拟声: 5秒内克隆您的声音并生成任意语音内容 Clone a voice in 5 seconds to generate arbitrary speech in real-time,"['Python', 'Other']",5273,36795,211,5,40,0,https://github.com/babysor/MockingBird,False,2020-08-13,2021-06-09,897.4,5.1,216,0.02304147465437788,2,True,False,False,False,1,0
PatrickJS awesome-cursorrules,📄 Configuration files that enhance Cursor AI editor experience with custom rules and behaviors,['MDX'],3051,35852,105,11,68,0,https://github.com/PatrickJS/awesome-cursorrules,False,2024-05-13,2024-12-31,519.6,1.5,116,0.09401709401709402,1,False,False,False,False,0,0
Pythagora-io gpt-pilot,The first real AI developer,"['Python', 'TypeScript', 'JavaScript', 'Smarty', 'CSS', 'Shell', 'Other']",3488,33686,2884,1,52,0,https://github.com/Pythagora-io/gpt-pilot,False,2021-03-30,2022-01-10,635.6,54.4,2885,0.0003465003465003465,7,True,True,True,False,3,0
exo-explore exo,Run your own AI cluster at home with everyday devices 📱💻 🖥️⌚,"['Python', 'JavaScript', 'HTML', 'CSS', 'Shell']",2234,32665,1563,75,51,12,https://github.com/exo-explore/exo,False,2019-04-05,2022-02-01,628.2,30.1,1638,0.04575960951799878,5,True,True,True,False,3,0
cursor cursor,The AI Code Editor,[],2134,31774,213,7,31,0,https://github.com/cursor/cursor,True,2018-01-22,2019-10-13,992.9,6.7,220,0.03167420814479638,0,False,False,False,False,0,0
AMAI-GmbH AI-Expert-Roadmap,Roadmap to becoming an Artificial Intelligence Expert in 2022,"['JavaScript', 'Vue', 'Stylus']",2552,30518,71,2,10,0,https://github.com/AMAI-GmbH/AI-Expert-Roadmap,False,2024-04-19,2024-12-31,2774.4,6.5,73,0.02702702702702703,3,False,True,False,False,1,0
s0md3v roop,one-click face swap,['Python'],6908,30399,403,0,26,6,https://github.com/s0md3v/roop,False,2020-01-18,2021-08-31,1125.9,14.9,403,0.0,1,True,False,False,False,1,0
PDFMathTranslate PDFMathTranslate,[EMNLP 2025 Demo] PDF scientific paper translation with preserved formats - 基于 AI 完整保留排版的 PDF 文档全文双语翻译，支持 Google/DeepL/Ollama/OpenAI 等服务，提供 CLI/GUI/MCP/Docker/Zotero,"['Python', 'Other']",2697,30281,1074,9,52,24,https://github.com/PDFMathTranslate/PDFMathTranslate,False,2019-04-20,2021-08-10,571.3,20.3,1083,0.008302583025830259,2,True,False,False,False,1,0
JushBJJ Mr.-Ranedeer-AI-Tutor,A GPT-4 AI Tutor Prompt for customizable personalized learning experiences.,[],3368,29677,188,0,12,3,https://github.com/JushBJJ/Mr.-Ranedeer-AI-Tutor,True,2020-12-18,2023-04-28,2282.8,14.5,188,0.0,0,False,False,False,False,0,0
ashishpatel26 500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,500 AI Machine learning Deep learning Computer vision NLP Projects with code,[],6509,29329,30,12,3,0,https://github.com/ashishpatel26/500-AI-Machine-learning-Deep-learning-Computer-vision-NLP-Projects-with-code,True,2023-08-10,2023-12-20,7332.2,7.5,42,0.27906976744186046,0,False,False,False,False,0,0
feder-cr Jobs_Applier_AI_Agent_AIHawk,"AIHawk aims to easy job hunt process by automating the job application process. Utilizing artificial intelligence, it enables users to apply for multiple jobs in a tailored way.","['Python', 'CSS']",4435,29133,62,0,66,1,https://github.com/feder-cr/Jobs_Applier_AI_Agent_AIHawk,False,2020-09-02,2023-05-01,434.8,0.9,62,0.0,2,True,True,False,False,2,0
svc-develop-team so-vits-svc,SoftVC VITS Singing Voice Conversion,"['Python', 'Jupyter Notebook']",5070,27826,854,7,46,0,https://github.com/svc-develop-team/so-vits-svc,False,2022-12-12,2024-05-07,592.0,18.2,861,0.008120649651972157,2,True,False,False,False,1,0
Genesis-Embodied-AI Genesis,A generative world for general-purpose robotics & embodied AI learning.,"['Python', 'Other']",2564,27727,940,9,75,9,https://github.com/Genesis-Embodied-AI/Genesis,False,2018-07-09,2019-05-17,364.8,12.4,949,0.009473684210526316,2,True,False,False,False,1,0
facefusion facefusion,Industry leading face manipulation platform,"['Python', 'CSS']",4158,26005,388,0,11,14,https://github.com/facefusion/facefusion,False,2019-07-17,2021-02-11,2167.1,32.3,388,0.0,2,True,True,False,False,2,0
Max-Eee NeoPass,Your Essential Exam Companion for the Iamneo Portal & NPTEL Exams Disguised as NeoExamShield bypass,"['HTML', 'JavaScript']",80,25761,70,0,2,10,https://github.com/Max-Eee/NeoPass,False,2023-03-15,2024-12-31,8587.0,23.3,70,0.0,2,False,True,False,False,1,0
warpdotdev Warp,"Warp is the agentic development environment, built for coding with multiple AI agents.",[],588,25386,335,0,14,0,https://github.com/warpdotdev/Warp,True,2021-06-21,2023-05-08,1692.4,22.3,335,0.0,0,False,False,False,False,0,1
asgeirtj system_prompts_leaks,"Collection of extracted System Prompts from popular chatbots like ChatGPT, Claude & Gemini","['Roff', 'JavaScript']",3677,24041,210,22,10,0,https://github.com/asgeirtj/system_prompts_leaks,False,2022-03-09,2022-08-20,2185.5,19.1,232,0.0944206008583691,2,False,True,False,False,1,1
Fosowl agenticSeek,"Fully Local Manus AI. No APIs, No $200 monthly bills. Enjoy an autonomous agent that thinks, browses the web, and code for the sole cost of electricity. 🔔 Official updates only via twitter @Martin993886460 (Beware of fake account)","['Python', 'JavaScript', 'CSS', 'Shell', 'Batchfile', 'HTML', 'Dockerfile']",2621,23983,869,6,26,0,https://github.com/Fosowl/agenticSeek,False,2019-10-09,2020-08-08,888.3,32.2,875,0.00684931506849315,7,True,True,True,False,3,1
bmad-code-org BMAD-METHOD,Breakthrough Method for Agile Ai Driven Development,"['JavaScript', 'Shell']",3430,23831,935,20,84,12,https://github.com/bmad-code-org/BMAD-METHOD,False,2023-08-31,2024-02-02,280.4,11.0,955,0.02092050209205021,2,False,True,True,False,2,0
NirDiamant RAG_Techniques,This repository showcases various advanced techniques for Retrieval-Augmented Generation (RAG) systems. RAG systems combine information retrieval with generative models to provide accurate and contextually rich responses.,"['Jupyter Notebook', 'Python']",2665,23281,425,10,31,0,https://github.com/NirDiamant/RAG_Techniques,False,2024-01-24,2024-12-31,727.5,13.3,435,0.022935779816513763,2,True,False,False,False,1,0
Sanster IOPaint,"Image inpainting tool powered by SOTA AI Model. Remove any unwanted object, defect, people from your pictures or erase and replace(powered by stable diffusion) any thing on your pictures.","['Python', 'TypeScript', 'JavaScript', 'CSS', 'Batchfile', 'Shell']",2348,22419,921,10,20,58,https://github.com/Sanster/IOPaint,False,2021-07-21,2024-03-03,1067.6,43.9,931,0.01072961373390558,6,True,True,True,False,3,0
air-verse air,☁️ Live reload for Go apps,"['Go', 'Shell', 'JavaScript', 'Makefile', 'Other']",899,22364,442,50,103,56,https://github.com/air-verse/air,False,2024-09-01,2024-12-31,215.0,4.2,492,0.10141987829614604,5,True,True,True,False,3,0
BuilderIO gpt-crawler,Crawl a site to generate knowledge files to create your own custom GPT from a URL,"['TypeScript', 'Dockerfile', 'JavaScript', 'Shell']",2389,22036,182,14,30,8,https://github.com/BuilderIO/gpt-crawler,False,2019-08-24,2022-04-18,710.8,5.9,196,0.07106598984771574,4,False,True,True,False,2,0
aishwaryanr awesome-generative-ai-guide,"A one stop repository for generative AI research updates, interview resources, notebooks and much more!",[],4757,21973,313,3,19,0,https://github.com/aishwaryanr/awesome-generative-ai-guide,True,2024-06-21,2024-12-31,1098.6,15.6,316,0.00946372239747634,0,False,False,False,False,0,0
ScrapeGraphAI Scrapegraph-ai,Python scraper based on AI,"['Python', 'Other']",1912,21926,2788,1,101,413,https://github.com/ScrapeGraphAI/Scrapegraph-ai,False,2023-08-24,2024-12-31,215.0,27.3,2789,0.00035842293906810036,2,True,False,False,False,1,0
wandb openui,"OpenUI let's you describe UI using your imagination, then see it rendered live.","['TypeScript', 'HTML', 'Python', 'JavaScript', 'CSS', 'Shell', 'Dockerfile']",2028,21832,205,20,17,0,https://github.com/wandb/openui,False,2018-08-30,2019-06-07,1212.9,11.4,225,0.08849557522123894,7,True,True,True,False,3,0
yamadashy repomix,"📦 Repomix is a powerful tool that packs your entire repository into a single, AI-friendly file. Perfect for when you need to feed your codebase to Large Language Models (LLMs) or other AI tools like Claude, ChatGPT, DeepSeek, Perplexity, Gemini, Gemma, Llama, Grok, and more.","['TypeScript', 'Vue', 'JavaScript', 'Other']",938,20493,2509,18,66,86,https://github.com/yamadashy/repomix,False,2023-08-04,2024-12-31,305.9,37.4,2527,0.007120253164556962,4,False,True,False,False,1,0
Zeyi-Lin HivisionIDPhotos,⚡️HivisionIDPhotos: a lightweight and efficient AI ID photos tools. 一个轻量级的AI证件照制作算法。,"['Python', 'Other']",2286,20271,444,3,25,17,https://github.com/Zeyi-Lin/HivisionIDPhotos,False,2021-09-25,2024-07-15,779.7,17.1,447,0.006696428571428571,2,True,False,False,False,1,0
qax-os excelize,Go language library for reading and writing Microsoft Excel™ (XLAM / XLSM / XLSX / XLTM / XLTX) spreadsheets,['Go'],1855,19994,1347,18,287,25,https://github.com/qax-os/excelize,False,2023-11-10,2024-03-07,69.4,4.7,1365,0.013177159590043924,1,True,False,False,False,1,0
fengdu78 deeplearning_ai_books,deeplearning.ai（吴恩达老师的深度学习课程笔记及资源）,['HTML'],6080,19974,111,4,4,0,https://github.com/fengdu78/deeplearning_ai_books,False,2021-10-22,2024-09-14,3994.8,22.2,115,0.034482758620689655,1,False,True,False,False,1,0
dailydotdev daily,"daily.dev is a professional network for developers to learn, collaborate, and grow together 👩🏽‍💻 👨‍💻",[],548,19665,154,0,25,0,https://github.com/dailydotdev/daily,True,2022-01-18,2022-08-03,756.3,5.9,154,0.0,0,False,False,False,False,0,0
bytedance UI-TARS-desktop,The Open-Source Multimodal AI Agent Stack: Connecting Cutting-Edge AI Models and Agent Infra,"['TypeScript', 'MDX', 'JavaScript', 'CSS', 'Less', 'HTML', 'Other']",1876,19661,1089,36,44,38,https://github.com/bytedance/UI-TARS-desktop,False,2024-12-31,2024-12-31,436.9,24.2,1125,0.03197158081705151,7,False,True,False,False,1,0
lewagon setup,Setup instructions for Le Wagon's students on their first day of AI Software Development Bootcamp,"['Ruby', 'Shell', 'Batchfile']",1589,19410,1197,3,69,0,https://github.com/lewagon/setup,False,2020-02-15,2023-02-01,277.3,17.1,1200,0.002497918401332223,3,True,False,True,False,2,0
browserbase stagehand,The AI Browser Automation Framework,"['TypeScript', 'MDX', 'Other']",1256,19291,891,51,52,35,https://github.com/browserbase/stagehand,False,2018-02-04,2020-05-20,364.0,16.8,942,0.05408271474019088,3,False,True,False,False,1,0
nari-labs dia,A TTS model capable of generating ultra-realistic dialogue in one pass.,['Python'],1643,18912,90,21,18,0,https://github.com/nari-labs/dia,False,2024-03-03,2024-12-31,995.4,4.7,111,0.1875,1,True,False,False,False,1,0
vercel ai-chatbot,"A full-featured, hackable Next.js AI chatbot built by Vercel","['TypeScript', 'JavaScript', 'CSS']",6068,18896,591,17,84,0,https://github.com/vercel/ai-chatbot,False,2023-05-10,2024-12-31,222.3,7.0,608,0.027914614121510674,3,False,True,False,False,1,1
coze-dev coze-studio,"An AI agent development platform with all-in-one visual tools, simplifying agent creation, debugging, and deployment like never before. Coze your way to AI Agent creation.","['TypeScript', 'Go', 'Less', 'Thrift', 'JavaScript', 'HTML', 'Other']",2638,18792,368,21,64,10,https://github.com/coze-dev/coze-studio,False,2022-05-05,2024-12-31,289.1,5.7,389,0.05384615384615385,7,True,True,False,False,2,1
bytedance deer-flow,"DeerFlow is a community-driven Deep Research framework, combining language models with tools like web search, crawling, and Python execution, while contributing back to the open-source community.","['Python', 'TypeScript', 'CSS', 'JavaScript', 'Dockerfile', 'Makefile', 'Other']",2303,18451,529,19,81,0,https://github.com/bytedance/deer-flow,False,2020-10-18,2022-02-19,225.0,6.5,548,0.03460837887067395,7,True,True,True,False,3,0
YunaiV yudao-cloud,ruoyi-vue-pro 全新 Cloud 版本，优化重构所有功能。基于 Spring Cloud Alibaba + MyBatis Plus + Vue & Element 实现的后台管理系统 + 用户小程序，支持 RBAC 动态权限、多租户、数据权限、工作流、三方登录、支付、短信、商城、CRM、ERP、AI 大模型、IoT 物联网等功能。你的 ⭐️ Star ⭐️，是作者生发的动力！,"['Java', 'PLpgSQL', 'TSQL', 'Other']",4572,18203,2579,1,68,36,https://github.com/YunaiV/yudao-cloud,False,2021-02-03,2021-11-05,263.8,37.4,2580,0.0003874467260751647,4,True,False,False,True,2,0
dzhng deep-research,"An AI-powered research assistant that performs iterative, deep research on any topic by combining search engines, web scraping, and large language models. The goal of this repo is to provide the simplest implementation of a deep research agent - e.g. an agent that can refine its research direction overtime and deep dive into a topic.","['TypeScript', 'JavaScript', 'Dockerfile']",1872,18146,76,10,16,0,https://github.com/dzhng/deep-research,False,2022-02-09,2024-01-02,1067.4,4.5,86,0.11494252873563218,3,False,True,True,False,2,1
transitive-bullshit agentic,Your API ⇒ Paid MCP. Instantly.,"['TypeScript', 'MDX', 'Other']",2246,18045,2031,1,137,167,https://github.com/transitive-bullshit/agentic,False,2019-12-04,2020-08-01,130.8,14.7,2032,0.0004918839153959665,3,False,True,False,False,1,0
vim-airline vim-airline,lean & mean status/tabline for vim that's light as air,['Vim Script'],1108,17929,2779,2,334,11,https://github.com/vim-airline/vim-airline,False,2024-09-15,2024-12-31,53.5,8.3,2781,0.0007189072609633358,1,False,False,False,False,0,0
SWE-agent SWE-agent,"SWE-agent takes a GitHub issue and tries to automatically fix it, using your LM of choice. It can also be employed for offensive cybersecurity or competitive coding challenges. [NeurIPS 2024]","['Python', 'JavaScript', 'CSS', 'Shell', 'C++', 'Perl', 'Other']",1902,17912,2127,14,88,10,https://github.com/SWE-agent/SWE-agent,False,2022-04-29,2022-12-01,201.3,23.9,2141,0.006535947712418301,7,True,True,True,False,3,1
NirDiamant GenAI_Agents,"This repository provides tutorials and implementations for various Generative AI Agent techniques, from basic to advanced. It serves as a comprehensive guide for building intelligent, interactive AI systems.",['Jupyter Notebook'],2953,17889,311,15,38,0,https://github.com/NirDiamant/GenAI_Agents,False,2018-06-11,2021-05-08,458.7,8.0,326,0.045871559633027525,1,False,False,False,False,0,0
dyad-sh dyad,"Free, local, open-source AI app builder ✨ v0 / lovable / Bolt alternative 🌟 Star if you like it!","['TypeScript', 'JavaScript', 'CSS', 'Shell', 'HTML', 'Python']",1961,17745,689,17,27,61,https://github.com/dyad-sh/dyad,False,2018-07-21,2019-11-27,633.8,24.6,706,0.024045261669024046,6,True,True,True,False,3,0
eosphoros-ai DB-GPT,AI Native Data App Development framework with AWEL(Agentic Workflow Expression Language) and Agents,"['Python', 'TypeScript', 'HTML', 'Shell', 'Makefile', 'CSS', 'Other']",2486,17729,3264,28,166,51,https://github.com/eosphoros-ai/DB-GPT,False,2023-06-05,2024-08-04,106.2,19.5,3292,0.00850288490737929,7,True,True,True,False,3,0
openai openai-agents-python,"A lightweight, powerful framework for multi-agent workflows","['Python', 'Makefile']",2935,17631,879,19,189,42,https://github.com/openai/openai-agents-python,False,2020-09-22,2023-03-29,92.8,4.6,898,0.021134593993325918,2,True,False,False,False,1,2
lss233 kirara-ai,🤖 可 DIY 的 多模态 AI 聊天机器人 | 🚀 快速接入 微信、 QQ、Telegram、等聊天平台 | 🦈支持DeepSeek、Grok、Claude、Ollama、Gemini、OpenAI | 工作流系统、网页搜索、AI画图、人设调教、虚拟女仆、语音对话 |,"['Python', 'Other']",1775,17352,1633,0,41,74,https://github.com/lss233/kirara-ai,False,2024-05-06,2024-10-03,413.1,38.9,1633,0.0,2,True,False,False,False,1,0
ashishpatel26 500-AI-Agents-Projects,"The 500 AI Agents Projects is a curated collection of AI agent use cases across various industries. It showcases practical applications and provides links to open-source projects for implementation, illustrating how AI agents are transforming sectors such as healthcare, finance, education, retail, and more.",[],3208,17242,44,17,5,0,https://github.com/ashishpatel26/500-AI-Agents-Projects,True,2020-03-26,2021-04-13,2873.7,7.3,61,0.27419354838709675,0,False,False,False,False,0,1
xx025 carrot,Free ChatGPT Site List 这儿为你准备了众多免费好用的ChatGPT镜像站点,[],1449,17064,729,0,10,0,https://github.com/xx025/carrot,True,2019-04-01,2020-02-02,1551.3,66.3,729,0.0,0,False,False,False,False,0,0
dair-ai ML-YouTube-Courses,📺 Discover the latest machine learning / AI courses on YouTube.,[],2081,17032,139,3,16,0,https://github.com/dair-ai/ML-YouTube-Courses,True,2021-06-29,2023-07-14,1001.9,8.2,142,0.02097902097902098,0,False,False,False,False,0,0
TransformerOptimus SuperAGI,"<⚡️> SuperAGI - A dev-first open source autonomous AI agent framework. Enabling developers to build, manage & run useful autonomous agents quickly and reliably.","['Python', 'JavaScript', 'CSS', 'Shell', 'Dockerfile', 'Batchfile']",2124,16908,2342,54,67,14,https://github.com/TransformerOptimus/SuperAGI,False,2020-10-13,2023-03-23,248.6,34.4,2396,0.02252816020025031,6,True,True,True,False,3,1
leon-ai leon,🧠 Leon is your open-source personal assistant.,"['TypeScript', 'Python', 'JavaScript', 'SCSS', 'HTML']",1413,16826,1828,14,19,0,https://github.com/leon-ai/leon,False,2024-06-01,2024-12-31,841.3,91.4,1842,0.007596310363537711,5,True,True,False,False,2,0
Dujltqzv Some-Many-Books,个人收藏书籍列表　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　　 　 　 　 　 　…,[],1712,16767,14,1,0,0,https://github.com/Dujltqzv/Some-Many-Books,True,2018-12-04,2021-09-30,16767.0,14.0,15,0.0625,0,False,False,False,False,0,0
oraios serena,A powerful coding agent toolkit providing semantic retrieval and editing capabilities (MCP server & other integrations),"['Python', 'JavaScript', 'AL', 'Elixir', 'CSS', 'Erlang', 'Other']",1139,16731,1693,18,84,3,https://github.com/oraios/serena,False,2020-05-28,2020-10-03,196.8,19.9,1711,0.010514018691588784,7,True,True,False,False,2,1
humanlayer 12-factor-agents,What are the principles we can use to build LLM-powered software that is actually good enough to put in the hands of production customers?,"['TypeScript', 'Jupyter Notebook', 'Python', 'Other']",1271,16612,273,6,16,0,https://github.com/humanlayer/12-factor-agents,False,2020-12-12,2023-09-22,977.2,16.1,279,0.02142857142857143,4,True,True,False,False,2,0
yetone avante.nvim,Use your Neovim like using Cursor AI IDE!,"['Lua', 'Rust', 'Python', 'Jinja', 'Shell', 'Tree-sitter Query', 'Other']",751,16585,1545,6,258,27,https://github.com/yetone/avante.nvim,False,2020-03-02,2021-12-30,64.0,6.0,1551,0.003865979381443299,7,True,False,True,False,2,0
enescingoz awesome-n8n-templates,"Supercharge your workflow automation with this curated collection of n8n templates! Instantly connect your favorite apps-like Gmail, Telegram, Google Drive, Slack, and more-with ready-to-use, AI-powered automations. Save time, boost productivity, and unlock the true potential of n8n in just a few clicks.",[],4780,16377,65,2,11,0,https://github.com/enescingoz/awesome-n8n-templates,True,2024-03-14,2024-12-31,1364.8,5.4,67,0.029411764705882353,0,False,False,False,False,0,1
usestrix strix,Open-source AI agents for penetration testing,"['Python', 'Jinja', 'Dockerfile', 'Other']",1615,16296,95,9,12,2,https://github.com/usestrix/strix,False,2020-02-03,2020-04-28,1253.5,7.3,104,0.08571428571428572,4,True,False,True,False,2,1
mayooear ai-pdf-chatbot-langchain,AI PDF chatbot agent built with LangChain & LangGraph,"['TypeScript', 'Jupyter Notebook', 'JavaScript', 'CSS']",3224,16208,70,31,3,0,https://github.com/mayooear/ai-pdf-chatbot-langchain,False,2024-02-14,2024-12-20,4052.0,17.5,101,0.30392156862745096,4,False,True,False,False,1,2
mediar-ai screenpipe,"AI app store powered by 24/7 desktop history. open source | 100% local | dev friendly | 24/7 screen, mic recording","['TypeScript', 'Rust', 'MDX', 'Swift', 'JavaScript', 'CSS', 'Other']",1267,16088,3996,28,83,115,https://github.com/mediar-ai/screenpipe,False,2019-01-15,2020-03-16,191.5,47.6,4024,0.006956521739130435,7,True,True,False,False,2,0
